CID-10,Descricao,2019,2024,Variacao %
A01,Febres tifoide e paratifoide,1,1,0.0
A02,Outras infeccoes por Salmonella,16,40,150.0
A03,Shiguelose,1,2,100.0
A04,Outras infeccoes intestinais bacterianas,807,1388,72.0
A05,Intoxicacoes alimentares bacterianas,23,22,-4.3
A06,Amebiase,52,33,-36.5
A07,Outras doencas intestinais por protozoarios,4,6,50.0
A08,Infeccoes intestinais virais,115,253,120.0
A09,Diarreia e gastroenterite de origem infecciosa presumivel,3856,5432,40.9
